Job (Long),AD,Email,ShoreTel,Cell,Fax,Desktop,Laptop,List of Members
HR Temp,x,x,x, , ,"[""GoogleApps"", ""Staff-Pocatello"", ""GADS"", ""Staff-Petaluma""]"
HR-Benefits Coordinator,x,x,x, , ,"[""GoogleApps"", ""Store-Human Resources"", ""Human Resources"", ""Store-Payroll"", ""Staff-Petaluma""]"
HR/Training Clerk,x, , , , ,[]
HRMS Administrator,x,x,x, , ,"[""GoogleApps_HumanResources_Department"", ""Goals Training Sessions"", ""Global Protect VPN User"", ""Store-Human Resources Private Budget RW"", ""Store-Human Resources P3-2-1 PRIVATE-RW"", ""Fun Committee"", ""Concur Users"", ""Store-Human Resources"", ""Human Resources"", ""apReader"", ""Staff-Petaluma""]"
"Health, Safety & Environmental Manager",x,x,x,x, ,"[""GoogleAppsLegalHold""]"
Heavy Lifter-Temp,x,x, , , ,"[""Dynamics Prod Users"", ""GoogleApps"", ""Store-Production SR Sustainability RW"", ""Dynamics Team"", ""Daily Report-Maintenance-Northpoint"", ""Store-Maintenance"", ""Staff-Northpoint""]"
Human Resources Coordinator,x,x,x,x,x,"[""GoogleApps_HumanResources_Department"", ""GoogleApps"", ""Store-Human Resources"", ""Human Resources"", ""Staff-Medford"", ""Store-Projects Org Charts RW"", ""GoogleAppsEA"", ""Staff-Pocatello"", ""GoogleAppsLegalHold"", ""Smartsheet_Unlicensed"", ""Concur Users"", ""Accident Reporting-Santa Rosa"", ""Staff-Northpoint"", ""Store-Safety Medford Parking Program RW"", ""Accident Reporting-Medford"", ""General Mailbox""]"
Human Resources Coordinator - Benefits,x,x, , , ,"[""GoogleAppsEA"", ""GoogleApps""]"
Human Resources Coordinator-Benefits,x,x, , , ,[]
Human Resources Generalist,x,x,x, , ,"[""GoogleApps_HumanResources_Department"", ""Store-Human Resources Private Employee Relations Restricted"", ""Staff-Pocatello"", ""Store-Human Resources"", ""Human Resources""]"
IT Consultant,x,x,x, , ,"[""IT Consultants"", ""GoogleApps_Consultants"", ""SQL DBA"", ""Global SQL Server Admins"", ""MSSQL Consultants""]"
IT Contractor,x,x,x, , ,"[""Global Protect VPN User"", ""Smartsheet_Licensed"", ""GoogleApps"", ""IT Consultants"", ""Information Technology Department"", ""Staff-Petaluma"", ""Store-Information Services"", ""Information-Services-Dept-Group"", ""GADS""]"
IT Contractor-Business Analysis,x,x,x, , ,"[""Global Protect VPN User"", ""Smartsheet_Licensed"", ""GoogleApps"", ""IT Consultants"", ""Information Technology Department"", ""Staff-Petaluma"", ""Store-Information Services"", ""Information-Services-Dept-Group""]"
IT Project Manager,x,x,x, , ,"[""VMware-RO"", ""NetBrain-RO"", ""Smartsheet_Licensed"", ""GoogleApps"", ""NetOps-RO"", ""Information Technology Department"", ""Staff-Petaluma"", ""Infoblox Read-Only Users"", ""Store-Information Services"", ""Information-Services-Dept-Group""]"
ITC Consultant,x,x,x, , ,"[""GoogleApps"", ""IT Consultants"", ""GoogleAppsEA""]"
ITC Onsite Service Delivery Manager-Consultant,x,x, , , ,"[""Global Protect VPN User"", ""GoogleApps"", ""IT Consultants"", ""Information-Services-Dept-Group""]"
ITConvergence Support,x,x, , , ,"[""IT Consultants"", ""Store-Projects-Genesis""]"
India Key Account Manager,x,x, , , ,"[""Consumer Relations India"", ""Marketing Consultants"", ""GoogleApps""]"
India Operations Manager,x,x, , , ,"[""Consumer Relations India"", ""Marketing Consultants"", ""Smartsheet_Licensed"", ""GoogleApps"", ""GADS"", ""Outside Sales""]"
Information Services Manager,x,x, , , ,[]
Ingredient Approvals Supervisor,x,x, ,x,x,"[""Supplier Quality"", ""Goals Training Sessions"", ""ADC-Corp Editor"", ""Smartsheet_Licensed"", ""Store-QA Raw Materials Supplier QA Supplier Visits RW"", ""GoogleAppsEA"", ""Quality Systems"", ""Supplier & Raw Material Quality"", ""Concur Users"", ""manufacturingReader"", ""manufacturingebsReader"", ""WIP"", ""Store-QA"", ""New Packaging"", ""Store-Organic Agriculture Sample Approval Status Log - Write"", ""QA Frozen Report-Northpoint"", ""Material Receipt Group"", ""New Item Number Notification"", ""QA Jarring Report-Northpoint"", ""RM Hold Notification"", ""Material Shortages-Northpoint"", ""Store-QA Share with Purchasing RW"", ""Ingredient Supplier Changes"", ""QA Northpoint"", ""QA Special Handling-Northpoint"", ""QA Manufacturing-Northpoint"", ""vendorAdmin"", ""Staff-Northpoint"", ""Staff-Dutton""]"
Inside Sales Administrator,x,x,x, , ,"[""FS_Sales_Pricing_Notify"", ""Goals Training Sessions"", ""Store-Sales Contracts and Agreements Walmart RW"", ""Store-Sales Contracts and Agreements Target RW"", ""Store-Sales Contracts and Agreements RW"", ""FS_SalesTeam_Notify"", ""Smartsheet_Licensed"", ""GoogleApps"", ""GADS"", ""ADC-ENG PKG Specs Notify"", ""Sales Operations Team"", ""New Customer Setups"", ""Packaging Specification Notification"", ""New Distribution Announcement"", ""New Item Number Notification"", ""Store-Sales"", ""Store-Marketing"", ""Marketing and Sales-Petaluma"", ""Store-Projects-Genesis"", ""Store-Projects Packaging Dev RO"", ""TurnLink User Group"", ""Store-Outside Sales"", ""Outside Sales"", ""Staff-Remote"", ""Staff-Petaluma"", ""Inside Sales"", ""Store-Category Management"", ""Broker Commissions"", ""Store-Projects Price Lists"", ""Store-Accounting AP Checks RW"", ""Promotion Plan Group"", ""salesdocsReader"", ""salesdocsAdmin""]"
Inspirage Consultant,x,x, , , ,"[""GP-VPN-RDP"", ""Global Protect VPN User"", ""IT Consultants""]"
Int'l Sales Analyst,x,x,x,x, ,"[""Concur Business Meals"", ""Goals Training Sessions"", ""Global Protect VPN User"", ""GoogleApps"", ""GADS"", ""Concur Corporate"", ""Concur Users"", ""Store-Sales"", ""Store-Outside Sales"", ""Store-Sales Mailing List Database RW"", ""Store-Accounting MCB Approvals RW"", ""Outside Sales"", ""Staff-Remote"", ""Inside Sales"", ""Store-Category Management"", ""Store-Projects ETL RW"", ""Store-Sales Outside"", ""Store-Outside Sales NCGA Project""]"
Intern,x,x,x, , ,"[""Global Protect VPN User"", ""Smartsheet_Licensed"", ""GoogleApps"", ""Store-Culinary"", ""Staff-Northpoint Corporate"", ""QA Manufacturing-Medford"", ""Store-Sensory"", ""manufacturingebsEditor"", ""QA Medford"", ""manufacturingEditor"", ""Store-Research and Development""]"
International Logistics Specialist,x,x,x, , ,"[""GoogleApps"", ""Goals Training Sessions"", ""Smartsheet_Licensed"", ""GoogleAppsEA"", ""ADC-ENG PKG Specs Notify"", ""International Orders"", ""Concur Users"", ""Packaging Specification Notification"", ""Store-Projects RA Forms"", ""Store-QA Read"", ""Store-Projects Price Lists RO"", ""EDI Team"", ""Soup Release-Medford"", ""Store-Logistics International Confidential"", ""apReader"", ""Staff-Petaluma"", ""Store-Planning EU R-W"", ""Store-Customer Service"", ""Logistics Import"", ""ADC-Corp Editor"", ""Fun Committee""]"
International Marketing Manager,x,x, , , ,[]
International Sales Director,x,x,x,x, ,"[""ADC-Recall Access"", ""MBR"", ""Goals Training Sessions-Supervisors"", ""CRF"", ""ADC-CONFIDENTIAL"", ""Claims Processing-EU"", ""ClaimsProcessing-UK"", ""GoogleAppsEA"", ""Leadership Group"", ""Concur Corporate"", ""Concur Users"", ""Store-UK Technical Services"", ""Store-UK Safety"", ""Store-UK Project Management"", ""Store-UK Product Development"", ""Store-UK Manufacturing"", ""Store-UK Engineering"", ""Store-Projects Price Lists RO"", ""Store-Outside Sales"", ""Store-UK Office Administration"", ""Store-UK Order Management"", ""Store-UK Sales and Marketing"", ""Store-UK Supply Chain Management"", ""Outside Sales"", ""arReader"", ""Restricted Email-Staff All Amy's"", ""Staff-UK"", ""Staff-Remote"", ""Staff-Petaluma""]"
Inventory Administrator,x,x, , , ,"[""Store-Warehouse"", ""Requisition"", ""GROUP-Warehouse-Medford"", ""Store-QA Alfresco Medford Warehouse RW"", ""GoogleAppsEA"", ""DachaProdTest"", ""manufacturingReader"", ""manufacturingebsReader"", ""Store-Production"", ""QA Frozen Report-Medford"", ""Plant Trial Distribution-Medford"", ""QA Frozen Hold-Medford"", ""Material Shortages-Medford"", ""Store-Production Manufacturing"", ""Store-Production Medford"", ""Store-Planning-Medford Delivery Schedule RW"", ""Production-Medford"", ""Store-Production Medford Leftover Log"", ""Expiration-Medford"", ""Material Receipt Group"", ""New Item Number Notification"", ""Warehouse Administrators-Medford"", ""Warehouse-Medford"", ""Staff-Medford"", ""GoogleApps"", ""Control Board-Pocatello"", ""QA Frozen Hold-Pocatello"", ""QA Special Handling-Pocatello"", ""Warehouse-Pocatello"", ""Staff-Pocatello"", ""Store-Production Kitchen"", ""warehouseEditor"", ""BaseAccess""]"
Inventory Control Analyst,x,x,x, , ,"[""Recipe Change Notification-OSP"", ""Store-Warehouse Private Read Only"", ""Global Protect VPN User"", ""GoogleAppsEA"", ""Store-Accounting"", ""manufacturingebsReader"", ""QA Canning Report-Medford"", ""QA Frozen Hold-Northpoint"", ""QA Frozen Hold-Medford"", ""Store-QA Read"", ""MCR"", ""New Item Number Notification"", ""QA Jarring Report-Northpoint"", ""Accounting"", ""manufacturingebsEditor"", ""manufacturingebsAdmin"", ""EDI Team"", ""Store-Inventory Control"", ""Pasta Sauce and Salsa Release -Northpoint"", ""manufacturingEditor"", ""apReader"", ""apebsReader"", ""Store-Accounting Financials"", ""Staff-Petaluma"", ""Supplier Lot Notification"", ""Store-Organic Agriculture Share with Purchasing"", ""Store-Inventory Control MO Metrics"", ""ManufacturingBasic""]"
Inventory Control Specialist,x,x,x, , ,"[""GoogleAppsEA"", ""GoogleApps"", ""Accounting"", ""manufacturingebsEditor"", ""Store-Inventory Control"", ""Staff-Petaluma""]"
Inventory Control Temp,x,x, , , ,"[""GoogleApps""]"
Inventory Coordinator I,x,x,x, , ,"[""Positive Release-Santa Rosa"", ""GoogleAppsEA"", ""manufacturingebsReader"", ""Store-Warehouse"", ""Requisition"", ""manufacturingebsEditor"", ""Material Shortages-Northpoint"", ""Staff-Northpoint"", ""Staff-Sutton"", ""Warehouse Administrators-Northpoint"", ""Warehouse"", ""Staff-Dutton"", ""warehouseEditor"", ""warehouseReader"", ""PT Weekly Schedule"", ""Concur Users"", ""Material Receipt Group"", ""Store-Inventory Control"", ""Plant Trial Distribution-Northpoint"", ""Pasta Sauce and Salsa Release -Northpoint"", ""GROUP-Warehouse Management Northpoint"", ""Accident Reporting-Santa Rosa"", ""Warehouse Management-Northpoint""]"
Inventory Coordinator II,x,x,x,x, ,"[""Positive Release-Santa Rosa"", ""GoogleAppsEA"", ""manufacturingReader"", ""manufacturingebsReader"", ""Material Receipt Group"", ""Store-Projects Internal Audit SR"", ""Store-Warehouse"", ""Requisition"", ""Material Shortages-Northpoint"", ""Plant Trial Distribution-Northpoint"", ""Staff-Sutton"", ""Warehouse Administrators-Northpoint"", ""Warehouse"", ""Staff-Dutton"", ""Store-Production"", ""Store-Production Manufacturing"", ""Store-Production Kitchen"", ""Staff-Northpoint"", ""GROUP-Warehouse-Medford"", ""Store-QA Alfresco Medford Warehouse RW"", ""DachaProdTest"", ""QA Frozen Report-Medford"", ""Plant Trial Distribution-Medford"", ""QA Frozen Hold-Medford"", ""Material Shortages-Medford"", ""Store-Production Medford"", ""Store-Planning-Medford Delivery Schedule RW"", ""Production-Medford"", ""Store-Production Medford Leftover Log"", ""Expiration-Medford"", ""New Item Number Notification"", ""Warehouse Administrators-Medford"", ""Warehouse-Medford"", ""Staff-Medford"", ""warehouseEditor"", ""manufacturingebsEditor"", ""Store-Inventory Control"", ""Pasta Sauce and Salsa Release -Northpoint"", ""manufacturingEditor"", ""GoogleApps"", ""PT Weekly Schedule"", ""Recipe Changes-001 Kitchen"", ""Quintiq-Observer"", ""R&D Test Notification-Weekly"", ""R&D Batch Notification-Northpoint"", ""MESManager"", ""Gemba-NPT"", ""DachaLabor"", ""Dock Schedule-Sutton"", ""Forklift Training-Northpoint"", ""Accident Reporting-Santa Rosa"", ""Kitchen-Northpoint"", ""QA Manufacturing-Northpoint"", ""BaseAccess"", ""Cycle Count-Medford"", ""Concur Users"", ""manufacturingebsAdmin"", ""Warehouse 349"", ""manufacturingAdmin"", ""Warehouse Offices-Medford"", ""warehouseAdmin"", ""warehouseReader"", ""Dynamics Team"", ""Alias Team-Medford"", ""Control Board-Pocatello"", ""QA Frozen Hold-Pocatello"", ""QA Special Handling-Pocatello"", ""Warehouse-Pocatello"", ""Staff-Pocatello"", ""Kitchen-Medford"", ""Store-Warehouse Pocatello Shuttle and Transport Schedules RW"", ""Accident Reporting-Pocatello"", ""GADS"", ""Forklift Maintenance Request-Pocatello"", ""QA Canning Report-Medford"", ""RM Hold Notification"", ""Smartsheet_Unlicensed"", ""Store-QA Alfresco Medford Canning RW"", ""Store-Production Medford Canning RW"", ""Canning-Medford""]"
Inventory Coordinator II-Temp,x,x, , , ,"[""GoogleApps""]"
Inventory Cycle Counter,x,x,x, , ,"[""GROUP-Warehouse-Medford"", ""Cycle Count-Medford"", ""Store-QA Alfresco Medford Warehouse RW"", ""GoogleAppsEA"", ""DachaProdTest"", ""Store-Planning-Medford Delivery Schedule RW"", ""Expiration-Medford"", ""New Item Number Notification"", ""Store-Warehouse"", ""Materials Exception List-Medford"", ""manufacturingebsAdmin"", ""Warehouse 349"", ""Warehouse Administrators-Medford"", ""Warehouse-Medford"", ""manufacturingAdmin"", ""Warehouse Offices-Medford"", ""Staff-Medford"", ""warehouseEditor"", ""Store-Customer Service-Amys To Arrange Medford"", ""ManufacturingBasic"", ""Staff-Northpoint"", ""Warehouse Administrators-Northpoint"", ""Warehouse""]"
Inventory Planner - Domestic,x,x,x,x,x,"[""Positive Release-Santa Rosa"", ""Soup Release-Pocatello"", ""UNFI Distribution Group"", ""Goals Training Sessions"", ""Global Protect VPN User"", ""ADC-Corp Editor"", ""Holds & Releases-El Pinto"", ""Smartsheet_Unlicensed"", ""Quintiq-Demand and Distribution"", ""Quintiq-MRP"", ""GoogleAppsEA"", ""Quintiq-Material Planner"", ""Quintiq-Demand Planner"", ""ADC-ENG PKG Specs Notify"", ""QA Frozen Hold-Pocatello"", ""Quintiq-Demand Management"", ""Concur Users"", ""QA Frozen Report-Medford"", ""QA Canning Report-Medford"", ""Change Notification (Recipe)"", ""Bull"", ""Packaging Specification Notification"", ""QA Frozen Hold-Northpoint"", ""New Distribution Announcement"", ""Material Shortages-Medford"", ""New Item Number Notification"", ""Requisition"", ""Material Shortages-Northpoint"", ""Schedule Approval"", ""Store-Sourcing"", ""Store-Planning"", ""Soup Qualification Development"", ""custserviceReader"", ""Soup Release-Medford"", ""Plant Trial Distribution-Northpoint"", ""Pasta Sauce and Salsa Release -Northpoint"", ""Staff-Petaluma"", ""Store-QA Sensory"", ""Promotion Plan Group"", ""Planning"", ""Store-Planning-Medford Assembly Schedule RW"", ""ManufacturingBasic"", ""Store-Planning Capacity Plan""]"
Inventory Planner - International,x,x,x,x, ,"[""Soup Release-Pocatello"", ""Goals Training Sessions"", ""ADC-Corp Editor"", ""Smartsheet_Licensed"", ""Quintiq-Scheduler"", ""Quintiq-Demand and Distribution"", ""Quintiq-MRP"", ""GoogleAppsEA"", ""Quintiq-Material Planner"", ""Quintiq-Demand Planner"", ""QA Frozen Hold-Pocatello"", ""Quintiq-Production Scheduler"", ""QA Frozen Report-Medford"", ""Bull"", ""QA Frozen Report-Northpoint"", ""QA Frozen Hold-Northpoint"", ""QA Frozen Hold-Medford"", ""New Distribution Announcement"", ""New Item Number Notification"", ""Requisition"", ""Store-Planning"", ""Store-Inventory Control"", ""Soup Release-Medford"", ""Plant Trial Distribution-Northpoint"", ""Warehouse Report Group"", ""Pasta Sauce and Salsa Release -Northpoint"", ""Staff-Northpoint"", ""Staff-Remote"", ""Staff-Petaluma"", ""Promotion Plan Group"", ""Planning"", ""ManufacturingBasic""]"
Kitchen Lead,x,x, , , ,[]
Kitchen Planner,x,x,x,x, ,"[""Goals Training Sessions"", ""GROUP-QA Frozen-Medford"", ""ADC-Plant Editor Medford"", ""GoogleAppsEA"", ""Quintiq-Observer"", ""Usage Variance Team-Medford"", ""Alias Team-Medford"", ""New Product Startup-Medford"", ""Store-Projects Cost of Quality RW"", ""QA Frozen-Medford"", ""Kitchen Prep Maintenance-Medford"", ""Material Shortages-Medford"", ""Store-Production Manufacturing"", ""Store-Production Medford"", ""Store-Planning-Medford Delivery Schedule RW"", ""manufacturingebsEditor"", ""Kitchen-Medford"", ""manufacturingEditor"", ""Staff-Medford"", ""Recipe Changes-001 Kitchen"", ""Recipe Changes-001 Production"", ""Quintiq-Scheduler"", ""Quintiq-MRP"", ""Quintiq-Material Planner"", ""New Product Startup-Santa Rosa"", ""Quintiq-Production Scheduler"", ""R&D Test Notification-Weekly"", ""R&D Batch Notification-Northpoint"", ""Gemba-NPT"", ""Quintiq-Frozen Sup"", ""DachaLabor"", ""manufacturingReader"", ""manufacturingebsReader"", ""Bull"", ""QA Frozen Report-Northpoint"", ""New Product Meetings"", ""Store-Production Kitchen"", ""New Item Number Notification"", ""Dock Schedule-Sutton"", ""Store-Projects-Genesis"", ""Requisition"", ""Kitchen-Northpoint"", ""Planning-Northpoint"", ""QA Manufacturing-Northpoint"", ""Staff-Northpoint"", ""Planning"", ""BaseAccess"", ""Store-Manufacturing Kitchen Data Master Sheets - RW"", ""Quintiq-Optimizer"", ""ADC-ENG PKG Specs Notify"", ""Quintiq-SAM"", ""Intermediate Shelf Life Reporting"", ""Production Shift Report-Medford"", ""QA Frozen Report-Medford"", ""QA Canning Report-Medford"", ""Packaging Specification Notification"", ""QA Frozen Hold-Medford"", ""Store-Production Medford Leftover Log"", ""Allergen Advisory-Medford"", ""Expiration-Medford"", ""Material Receipt Group"", ""RM Hold Notification"", ""QA Special Handling-Medford"", ""Planning-Medford"", ""Store-Planning-Medford Assembly Schedule RW"", ""ManufacturingBasic""]"
Kitchen QA Technician,x,x, , , ,"[""GROUP-QA Kitchen-Medford"", ""GoogleApps"", ""ADC-ENG PKG Specs Notify"", ""qualitydocsEditor"", ""Store-Production"", ""qualitydocsAdmin"", ""Packaging Specification Notification"", ""QA Frozen Hold-Medford"", ""Store-Production Manufacturing"", ""Production-Medford"", ""Store-Production Supervisors"", ""manufacturingebsEditor"", ""QA Medford"", ""Store-QA Techs Medford"", ""QA Kitchen-Medford"", ""Staff-Medford""]"
Kitchen QA Technician - Temp,x,x, , , ,"[""GROUP-QA Kitchen-Medford"", ""GoogleApps"", ""ADC-ENG PKG Specs Notify"", ""qualitydocsEditor"", ""Store-Production"", ""qualitydocsAdmin"", ""Packaging Specification Notification"", ""QA Frozen Hold-Medford"", ""Store-Production Manufacturing"", ""Production-Medford"", ""Store-Production Supervisors"", ""manufacturingebsEditor"", ""QA Medford"", ""Store-QA Techs Medford"", ""QA Kitchen-Medford"", ""Staff-Medford""]"
Kitchen QA Technician-Temp,x,x, , , ,"[""GoogleApps""]"
Kitchen Supervisor,x,x,x,x, ,"[""Allergen Management Team-Medford"", ""Goals Training Sessions"", ""Recipe Changes-301 Kitchen"", ""GROUP-QA Frozen-Medford"", ""ADC-KIT Approver Medford"", ""ADC-Plant Editor Medford"", ""GoogleAppsEA"", ""Usage Variance Team-Medford"", ""ADC-KIT Notify Medford"", ""MESManager"", ""Store-Projects Cost of Quality RW"", ""QA Frozen-Medford"", ""manufacturingReader"", ""manufacturingebsReader"", ""Kitchen Prep Maintenance-Medford"", ""Material Shortages-Medford"", ""Store-Production Manufacturing"", ""Store-Production Medford"", ""Store-Planning-Medford Delivery Schedule RW"", ""Store-Production Kitchen"", ""Daily Report-Maintenance-Medford"", ""Accident Reporting-Medford"", ""Managerial staff"", ""Kitchen-Medford"", ""Allergen Team"", ""Staff-Medford"", ""Rework-Pocatello"", ""Plant Trial Distribution-Pocatello"", ""Daily Sensory Report-POC"", ""Tree Nut Process Disposition-POC"", ""Material Shortages-Pocatello"", ""ADC-Plant SUP Notify Pocatello"", ""ADC-PROD Form Approver Pocatello"", ""ADC-Plant Editor Pocatello"", ""Store-Manufacturing Pocatello Kitchen Evals RW"", ""Safety-Pocatello"", ""Shoreware Kit-POC"", ""Shoreware Prod-POC"", ""Leadership-Pocatello"", ""Store-Projects Pocatello SOPs"", ""Quintiq-Observer"", ""Accident Reporting-Pocatello"", ""Disposals-Pocatello"", ""QA Frozen Hold-Pocatello"", ""Recipe Change Notification-Pocatello"", ""QA Special Handling-Pocatello"", ""Staff-Pocatello"", ""Store-Production"", ""Pre-Op Inspection Report-Northpoint"", ""ADC-Plant Editor Santa Rosa"", ""GoogleAppsLegalHold"", ""Recipe Changes-001 Kitchen"", ""ADC-KIT Notify Santa Rosa"", ""ADC-KIT Approver Santa Rosa"", ""New Product Startup-Santa Rosa"", ""PT Weekly Schedule"", ""R&D Test Notification-Weekly"", ""R&D Batch Notification-Northpoint"", ""Store-Human Resources SR 401k RW"", ""Gemba-NPT"", ""Concur Users"", ""Disposal and Planned Waste"", ""GMP Tip"", ""Store-Projects-Shutdown Training"", ""QA Frozen Report-Northpoint"", ""New Product Meetings"", ""Daily Report-Maintenance-Northpoint"", ""Dock Schedule-Sutton"", ""Forklift Training-Northpoint"", ""Store-Projects Internal Audit SR"", ""Accident Reporting-Santa Rosa"", ""Requisition"", ""Kitchen-Northpoint"", ""Material Shortages-Northpoint"", ""Finished Case Report"", ""Plant Trial Distribution-Northpoint"", ""Staff-Northpoint"", ""NERP"", ""Smartsheet_Licensed"", ""Store-QA Alfresco SQF Doc Pending WI JAs Canning RW"", ""ADC-ENG PKG Specs Notify"", ""Store-Safety SR Forklift Master Inspection RW"", ""QA Canning Report-Medford"", ""Packaging Specification Notification"", ""Store-Production Supervisors"", ""MCR"", ""manufacturingebsEditor"", ""manufacturingebsAdmin"", ""QA Manufacturing-Northpoint"", ""Canning"", ""manufacturingEditor"", ""Canning-Issues""]"
Kitchen Trainer,x,x, , , ,"[""GoogleApps"", ""Quintiq-Observer"", ""Store-Manufacturing Documents SR Kitchen RW"", ""manufacturingebsReader"", ""Kitchen-Northpoint"", ""Staff-Northpoint"", ""ADC-Plant Editor Medford"", ""manufacturingReader"", ""Store-Production Kitchen"", ""Kitchen-Medford"", ""Staff-Medford""]"
Lab Analyst,x,x,x,x, ,"[""EMA Group"", ""GROUP-QA Pocatello"", ""Store-Projects Pocatello SOPs QARM"", ""QA Pocatello"", ""Store-Projects Pocatello SOPs QA RW"", ""Smartsheet_Licensed"", ""GoogleAppsEA"", ""Recipe Change Notification-Pocatello"", ""QA Special Handling-Pocatello"", ""Staff-Pocatello"", ""Supplier & Raw Material Quality"", ""Store-Projects Cost of Quality RW"", ""qualitydocsReader"", ""manufacturingebsReader"", ""RM Hold Notification"", ""Store-QA Compliments"", ""Store-QA Techs Medford"", ""vendorEditor"", ""Supplier Lot Notification"", ""Store-QA Raw Materials"", ""Tree Nut Process Disposition-POC"", ""ADC-Plant Editor Pocatello"", ""GoogleApps"", ""Accident Reporting-Pocatello"", ""Store-Projects TS Lab Results RW"", ""QA Document Control Team"", ""qualitydocsEditor"", ""Store-Technical Services"", ""Store-QA"", ""GMP Tip"", ""New Product Meetings"", ""New Item Number Notification"", ""New Equipment Startup SOP-Santa Rosa"", ""Micro"", ""Environmental Results-Santa Rosa"", ""New Equipment Startup SOP-Medford"", ""Store-QA Raw Materials Share w-Tech Services"", ""QA EFax"", ""Technical Services"", ""Environmental Results-Medford"", ""ADC-Plant Editor Santa Rosa"", ""ADC-ENG PKG Specs Notify"", ""Concur Users"", ""manufacturingReader"", ""Store-Production"", ""WIP"", ""Packaging Specification Notification"", ""QA Frozen Report-Northpoint"", ""manufacturingebsEditor"", ""Store-QA Techs Northpoint"", ""manufacturingEditor"", ""Staff-Northpoint"", ""Staff-Sutton"", ""Staff-Dutton"", ""Store-QA Raw Materials Supplier QA Supplier Visits RW"", ""vendorAdmin"", ""ManufacturingBasic""]"
Lead Security Engineer,x,x,x,x, ,"[""Change Management"", ""GoogleApps_InformationTechnology_Department"", ""ADC-IT Approvers"", ""Goals Training Sessions"", ""Global Protect VPN User"", ""DecryptionTest"", ""ADC-Corp Editor"", ""Store-Information Services-PMPExport Private"", ""IT Security"", ""FS_ITInfrastructureTeam_Notify"", ""PMP"", ""NetBrain-RO"", ""Smartsheet_Licensed"", ""PMPAdmins"", ""SQLDBAs"", ""MySQL DBA"", ""PasswordStateAdmins"", ""FirewallAdmins"", ""Storage Admins-RW"", ""backups"", ""DevOps Admins"", ""RouterAdmins"", ""Global SQL Server Admins"", ""VCOAdmins"", ""rancid-firewalls"", ""SCOMAdmins"", ""MESAdmins"", ""NetOps-RO"", ""NetOps"", ""SQLAdmins"", ""SCCM SysAdmins"", ""rancid-admin-routers"", ""rancid-admin-switches"", ""EQLAdmins"", ""Dynamics Team"", ""Concur Users"", ""VMware Administrators"", ""ops-notify"", ""RSA_Advanced"", ""RSA_Supervisor"", ""Managerial staff"", ""Information Technology Department"", ""Staff-Petaluma"", ""VMware ESX Admins"", ""EBS-Notify"", ""KVM"", ""Solarwinds"", ""EBS-Reports"", ""IT Administrators"", ""Infoblox Full Admins"", ""IT"", ""EBS-Support"", ""XenApp Admin Users"", ""lwgroup"", ""IT SysAdmins"", ""Store-Information Services"", ""Information-Services-Dept-Group"", ""IS Developers"", ""Enterprise Admins""]"
Lead Security Guard Pocatello,x,x, , , ,[]
Legal Email Account,x,x, , , ,"[""UPIF Distribution"", ""GoogleAppsLegalHold"", ""Restricted Email-Staff All Amy's""]"
Legal Temp,x,x,x, , ,"[""GoogleApps""]"
Line Lead,x,x, , , ,"[""manufacturingReader"", ""manufacturingebsReader"", ""Store-Production"", ""Store-Production Manufacturing"", ""Store-Production Supervisors""]"
Line Worker Light Lifter,x,x, , , ,[]
MFTG OperIII - Commissary,x,x, , , ,"[""GoogleApps"", ""Staff-Dutton""]"
MFTG Worker - Commissary,x,x, , , ,"[""Food Safety Committee"", ""GoogleApps"", ""Staff-Northpoint""]"
MX Contractor,x,x, , , ,"[""GoogleApps_Consultants""]"
Machine Operator III,x,x, , , ,[]
Mailbox for Employee Leaves,x,x, , , ,"[""GoogleApps""]"
Mailbox for HR to use to send communications,x,x, , , ,"[""GoogleAppsEA"", ""Restricted Email-Staff All Amy's""]"
Maintenance Buyer,x,x,x,x, ,"[""Dynamics Prod Users"", ""Goals Training Sessions"", ""DAX EAM PA Functional Team"", ""DAX EAM PA Global Team"", ""Smartsheet_Unlicensed"", ""GoogleApps"", ""Dynamics Team"", ""Concur Users"", ""Daily Report-Maintenance-Medford"", ""Store-Maintenance Medford"", ""Maintenance-Medford"", ""Staff-Medford"", ""ADC-Plant Editor Santa Rosa"", ""GoogleAppsEA"", ""Store-Safety SR RW"", ""Store-Safety SR-Non-HMBP"", ""Daily Report-Maintenance-Northpoint"", ""Store-Maintenance"", ""apebsukReader"", ""apReader"", ""Staff-Northpoint"", ""Store-Engineering""]"
Maintenance Inventory Clerk,x,x,x, , ,"[""Store-Safety Pocatello RW"", ""Dynamics Prod Users"", ""GoogleAppsEA"", ""Store-Maintenance Pocatello"", ""Engineering-Pocatello"", ""Maintenance-Pocatello"", ""Staff-Pocatello"", ""Dynamics Team"", ""capitalprojectsReader"", ""Store-Engineering"", ""Daily Report-Maintenance-Medford"", ""Store-Maintenance Medford"", ""Maintenance-Medford"", ""Staff-Medford""]"
Maintenance Manager,x,x, ,x, ,[]
