Job (Long),AD,Email,ShoreTel,Cell,Fax,Desktop,Laptop,List of Members
"Manager, International Trade",x,x,x,x, ,"[""Goals Training Sessions"", ""Smartsheet_Licensed"", ""Plant Core Team-EU"", ""GoogleApps"", ""GADS"", ""ADC-ENG PKG Specs Notify"", ""Store-Projects Packaging Dev RW"", ""Packaging Specification Notification"", ""New Item Number Notification"", ""Store-New Products Write"", ""Staff-Remote"", ""Staff-Petaluma""]"
"Manager, Kitchen",x,x,x,x, ,"[""Soup Qualification-Pocatello"", ""Performance Reviews Training-Supervisors"", ""Goals Training Sessions-Supervisors"", ""Recipe Changes-301 Kitchen"", ""ADC-CONFIDENTIAL"", ""GoogleAppsLegalHold"", ""Operational Data Change Review"", ""ADC-Plant Editor Medford"", ""Smartsheet_Licensed"", ""Store-QA Alfresco"", ""Store-QA Medford EM RW"", ""GADS"", ""ADC-KIT Notify Medford"", ""Sensory Gemba Tasting-Medford"", ""New Product Startup-Medford"", ""R&D Batch Notification-Medford"", ""MESManager"", ""Quintiq-Staff Assignment Module Team"", ""Dynamics Team"", ""DAX-Advisory Team"", ""Intermediate Shelf Life Reporting"", ""Store-Projects Cost of Quality RW"", ""manufacturingReader"", ""manufacturingebsReader"", ""Store-Production"", ""Store-Technical Services"", ""QA Frozen Report-Medford"", ""QA Canning Report-Medford"", ""QA Manufacturing-Medford"", ""Allergen Declaration"", ""QA Frozen Report-Northpoint"", ""QA Frozen Hold-Medford"", ""Store-Production Manufacturing"", ""Store-Planning-Medford Delivery Schedule RW"", ""MCR"", ""New Item Number Notification"", ""Requisition"", ""Daily Report-Maintenance-Medford"", ""Canning Specifications"", ""Accident Reporting-Medford"", ""Managerial staff"", ""Finished Case Report"", ""Running Production"", ""New Equipment Startup SOP-Medford"", ""Kitchen-Medford"", ""QA Medford"", ""QA Special Handling-Medford"", ""apReader"", ""Store-Production Planning"", ""Staff-Remote"", ""Staff-Medford"", ""BaseAccess"", ""Safety-Medford"", ""TestTransaction"", ""TestRepeatingTransaction"", ""Flight Notifications"", ""ADC-pSOP Notify Santa Rosa"", ""HARPC Team-Santa Rosa"", ""Pre-Op Inspection Report-Northpoint"", ""NERP"", ""Food Safety Team-Santa Rosa"", ""ADC-Plant Editor Santa Rosa"", ""Video Sup-NPT"", ""Video User-NPT"", ""Recipe Changes-001 Kitchen"", ""Recipe Changes-001 Production"", ""Quintiq-Observer"", ""ADC-ENG PKG Specs Notify"", ""ADC-Plant Approver Santa Rosa"", ""ADC-KIT Approver Santa Rosa"", ""New Product Startup-Santa Rosa"", ""PT Weekly Schedule"", ""Store-Training Training Dashboard"", ""R&D Test Notification-Weekly"", ""R&D Batch Notification-Northpoint"", ""R&D Batch Notification-Dutton"", ""R&D Batch Notification-Sutton"", ""Store-Projects Equipment Project for FM Reduction RW"", ""Quintiq-Frozen Sup"", ""Store-Manufacturing Santa Rosa"", ""Concur Users"", ""Disposal and Planned Waste"", ""qualitydocsReader"", ""Packaging Specification Notification"", ""QA Frozen Hold-Northpoint"", ""New Product Meetings"", ""Daily Report-Maintenance-Northpoint"", ""Forklift Training-Northpoint"", ""New Equipment Startup SOP-Santa Rosa"", ""QA Jarring Report-Northpoint"", ""Store-Projects Internal Audit SR"", ""Accident Reporting-Santa Rosa"", ""Store-Projects-Genesis"", ""Store-Warehouse"", ""Store-Executive MBR Presentations RW"", ""Store-Safety"", ""Store-Training EBS"", ""Kitchen-Northpoint"", ""Material Shortages-Northpoint"", ""Store-Projects 3000 Dutton R-W"", ""QA Special Handling-Northpoint"", ""Store-Projects Scanning"", ""QA Manufacturing-Northpoint"", ""Store-Warehouse Private Personnel"", ""Staff-Northpoint"", ""Warehouse EFax"", ""warehouseEditor"", ""Warehouse EFax Managers"", ""Inventory Management"", ""Store-Inventory Control MO Metrics"", ""ManufacturingBasic""]"
"Manager, Logistics Network",x,x,x,x, ,"[""Concur Business Meals"", ""Flight Notifications"", ""UNFI Distribution Group"", ""Goals Training Sessions"", ""ADC-Plant Editor Medford"", ""GoogleAppsEA"", ""ADC-ENG PKG Specs Notify"", ""Customer Returns"", ""Concur Users"", ""Store-Production"", ""Packaging Specification Notification"", ""GMP Tip"", ""Store-Production Medford"", ""Material Receipt Group"", ""Store-Projects-Genesis"", ""Store-Warehouse"", ""Managerial staff"", ""Warehouse Offices-Medford"", ""Store-Logistics"", ""Staff-Remote"", ""Staff-Medford"", ""Store-Transportation"", ""warehouseEditor"", ""Store-QA Customer Returns"", ""Store-Customer Service-Amys To Arrange Medford"", ""ManufacturingBasic"", ""Store-Customer Service"", ""Store-Organic Agriculture Logistics Write""]"
"Manager, Logistics Operations",x,x,x,x, ,"[""Performance Reviews Training-Supervisors"", ""Positive Release-Santa Rosa"", ""Flight Notifications"", ""Vehicle Management System"", ""ADC-WHS Approver Corp"", ""ADC-pSOP Notify Santa Rosa"", ""HARPC Team-Santa Rosa"", ""GROUP-Warehouse Management Northpoint"", ""NERP"", ""Goals Training Sessions-Supervisors"", ""Food Safety Team-Santa Rosa"", ""ADC-Plant Editor Santa Rosa"", ""ADC-CONFIDENTIAL"", ""GoogleAppsLegalHold"", ""Video Sup-NPT"", ""Video User-NPT"", ""Smartsheet_Licensed"", ""Store-QA Alfresco"", ""Team Rainbow"", ""ADC-WHS Approver Santa Rosa"", ""ADC-Plant Approver Santa Rosa"", ""PT Weekly Schedule"", ""Store-Manufacturing Santa Rosa"", ""Dynamics Team"", ""Concur Users"", ""DAX-Advisory Team"", ""Store-Projects Cost of Quality RW"", ""Disposal and Planned Waste"", ""GMP Tip"", ""QA Frozen Report-Northpoint"", ""New Product Meetings"", ""New Equipment Startup SOP-Santa Rosa"", ""Store-Projects Internal Audit SR"", ""Accident Reporting-Santa Rosa"", ""Store-Warehouse"", ""Store-Executive MBR Presentations RW"", ""Store-Safety"", ""Warehouse Management-Northpoint"", ""Managerial staff"", ""Store-Projects 3000 Dutton R-W"", ""QA Special Handling-Northpoint"", ""QA Manufacturing-Northpoint"", ""Store-Warehouse Private Personnel"", ""apReader"", ""Staff-Northpoint"", ""Staff-Dutton"", ""Staff-Remote"", ""warehouseEditor"", ""Store-Warehouse Private Warehouse Management"", ""Forklift Maintenance Request-Northpoint"", ""Shoreware ProdWare-Northpoint"", ""Warehouse EFax Managers"", ""EBS-ISO Intransit"", ""UNFI Distribution Group"", ""GROUP-Warehouse-Medford"", ""Cycle Count-Medford"", ""ADC-Plant Editor Medford"", ""Store-QA Alfresco Medford Warehouse RW"", ""GADS"", ""ADC-Plant Notify Medford"", ""ADC-Plant Approver Medford"", ""New Product Startup-Medford"", ""Quintiq-Frozen Sup"", ""Quintiq-Staff Assignment Module Team"", ""Production Shift Report-Medford"", ""manufacturingReader"", ""manufacturingebsReader"", ""QA Frozen Report-Medford"", ""QA Canning Report-Medford"", ""QA Frozen Hold-Medford"", ""Store-Production Medford"", ""Store-Planning-Medford Delivery Schedule RW"", ""Allergen Advisory-Medford"", ""Safety Tailgate-Medford"", ""Daily Report-Maintenance-Medford"", ""Accident Reporting-Medford"", ""Warehouse Administrators-Medford"", ""Warehouse-Medford"", ""Staff-Medford"", ""Plant Trial Distribution-Pocatello"", ""ADC-pSOP Notify Pocatello"", ""ADC-Plant SUP Notify Pocatello"", ""ADC-pSOP Approver Pocatello"", ""ADC-WHS Approver Pocatello"", ""ADC-Plant Editor Pocatello"", ""Safety-Pocatello"", ""Shoreware WHS-POC"", ""Smartsheet_Unlicensed"", ""Leadership-Pocatello"", ""Store-Projects Pocatello SOPs"", ""GoogleAppsEA"", ""Management-Pocatello"", ""Accident Reporting-Pocatello"", ""Control Board-Pocatello"", ""Disposals-Pocatello"", ""Forklift Maintenance Request-Pocatello"", ""QA Frozen Hold-Pocatello"", ""DachaProdTest"", ""QA Special Handling-Pocatello"", ""Warehouse-Pocatello"", ""Staff-Pocatello"", ""Expiration-Medford"", ""New Item Number Notification"", ""Materials Exception List-Medford"", ""manufacturingebsEditor"", ""Forklift Maintenance Request?Medford""]"
"Manager, Maintenance",x,x,x,x, ,"[""Performance Reviews Training-Supervisors"", ""Dynamics Prod Users"", ""Goals Training Sessions-Supervisors"", ""ADC-CONFIDENTIAL"", ""DAX EAM PA Global Team"", ""ADC-MTC Approver Medford"", ""ADC-Plant Editor Medford"", ""Smartsheet_Unlicensed"", ""Store-QA Alfresco"", ""GoogleAppsEA"", ""Store-QA Medford EM RW"", ""ADC-ENG PKG Specs Notify"", ""ADC-Plant Notify Medford"", ""ADC-Plant Approver Medford"", ""New Product Startup-Medford"", ""wcalarmsun3"", ""wcalarmsun2"", ""wcalarmsun1"", ""wcalarmsat3"", ""wcalarmsat2"", ""wcalarmsat1"", ""wcalarm3"", ""wcalarm2"", ""wcalarm1"", ""Dynamics Team"", ""Concur Corporate"", ""Concur Users"", ""Store-Safety Medford Refrigeration SOP Project RW"", ""manufacturingReader"", ""manufacturingebsReader"", ""capitalprojectsReader"", ""QA Frozen Report-Medford"", ""QA Canning Report-Medford"", ""Packaging Specification Notification"", ""GMP Tip"", ""QA Frozen Report-Northpoint"", ""Allergen Advisory-Medford"", ""New Item Number Notification"", ""Store-Maintenance"", ""Engineering Department"", ""Daily Report-Maintenance-Medford"", ""Accident Reporting-Medford"", ""Managerial staff"", ""Finished Case Report"", ""New Equipment Startup SOP-Medford"", ""Store-Maintenance Medford"", ""Maintenance-Medford"", ""apReader"", ""Staff-Remote"", ""Staff-Medford"", ""Pasta Line-Medford"", ""Safety-Medford"", ""ADC-pSOP Notify Santa Rosa"", ""HARPC Team-Santa Rosa"", ""Pre-Op Inspection Report-Northpoint"", ""ADC-MTC Approver Santa Rosa"", ""NERP"", ""Food Safety Team-Santa Rosa"", ""ADC-Plant Editor Santa Rosa"", ""DAX EAM PA Functional Team"", ""Video Sup-NPT"", ""Video User-MED"", ""Video User-NPT"", ""Smartsheet_Licensed"", ""Environmental Management Team"", ""ADC-Plant Approver Santa Rosa"", ""R&D Test Notification-Weekly"", ""Store-Projects Equipment Project for FM Reduction RW"", ""Store-Manufacturing Santa Rosa"", ""Store-Production"", ""malarm3"", ""malarm2"", ""malarm1"", ""New Product Meetings"", ""Daily Report-Maintenance-Northpoint"", ""New Equipment Startup SOP-Santa Rosa"", ""Accident Reporting-Santa Rosa"", ""Store-Executive MBR Presentations RW"", ""Store-Safety"", ""Engineering-Northpoint"", ""Store-Manufacturing Documents Corporate RW"", ""Staff-Northpoint"", ""Store-Safety Medford"", ""Store-Engineering""]"
"Manager, Manufacturing Development",x,x,x,x, ,"[""Performance Reviews Training-Supervisors"", ""Corporate Managers"", ""Flight Notifications"", ""QA Canning Report-Pocatello"", ""Goals Training Sessions-Supervisors"", ""ADC-Corp Editor"", ""Smartsheet_Licensed"", ""New Product Startup-Pocatello"", ""GoogleAppsEA"", ""ADC-ENG PKG Specs Notify"", ""Staff-Northpoint Corporate"", ""TNP Info Distribution"", ""New Product Startup-Medford"", ""New Product Startup-Santa Rosa"", ""R&D Test Notification-Weekly"", ""Store-Projects New Products RW"", ""Concur Users"", ""manufacturingReader"", ""manufacturingebsReader"", ""Packaging Specification Notification"", ""New Product Meetings"", ""Store-Production Manufacturing"", ""MCR"", ""New Item Number Notification"", ""New Equipment Startup SOP-Santa Rosa"", ""Managerial staff""]"
"Manager, Manufacturing Training",x,x,x,x, ,"[""Flight Notifications"", ""GoogleApps_HumanResources_Department"", ""ADC-pSOP Notify Pocatello"", ""ADC-pSOP Notify Santa Rosa"", ""Goals Training Sessions"", ""ADC-cSOP Notify Corp"", ""ADC-Corp Editor"", ""Store-Training Private RW"", ""Smartsheet_Licensed"", ""Store-QA Alfresco"", ""Staff-Northpoint Corporate"", ""ADC-Plant Notify Medford"", ""SFTA"", ""Quintiq-Frozen Sup"", ""DachaLabor"", ""Store-Training Alchemy Upload"", ""Concur Users"", ""manufacturingReader"", ""manufacturingebsReader"", ""Store-Training"", ""QA Frozen Report-Medford"", ""QA Manufacturing-Medford"", ""GMP Tip"", ""QA Frozen Report-Northpoint"", ""New Product Meetings"", ""Store-Production Manufacturing"", ""New Products"", ""New Item Number Notification"", ""Plant Management"", ""Managerial staff"", ""QA Manufacturing-Northpoint"", ""apReader"", ""Staff-Remote"", ""Store-Manufacturing SRVid1"", ""Training Team"", ""BaseAccess""]"
"Manager, Media Relations",x,x,x,x, ,"[""GoogleApps_Customer_Marketing_Department"", ""Global Protect VPN User"", ""Smartsheet_Licensed"", ""Concur Users"", ""Store-Marketing"", ""Marketing Staff"", ""Staff-Petaluma""]"
"Manager, Microbiology Program",x,x,x,x, ,"[""Material Review Board"", ""Store-QA Raw Materials Supplier Contacts RW"", ""Performance Reviews Training-Supervisors"", ""Corporate Managers"", ""Supplier Quality"", ""ADC-QSVM Approver Corp"", ""Flight Notifications"", ""ADC-QSTS Approver Corp"", ""Pre-Op Inspection Report-Northpoint"", ""Goals Training Sessions-Supervisors"", ""ADC-QS Approver"", ""ADC-CONFIDENTIAL"", ""ADC-RM Spec Approver"", ""ADC-Corp Editor"", ""Smartsheet_Licensed"", ""Store-QA Raw Materials Supplier QA Supplier Visits RW"", ""GoogleAppsEA"", ""Quality Systems"", ""Environmental Management Team"", ""Team Rainbow"", ""TNP Info Distribution"", ""Store-Projects TS Lab Results RW"", ""QA Document Control Team"", ""Concur Users"", ""qualitydocsReader"", ""qualitydocsEditor"", ""manufacturingReader"", ""manufacturingebsReader"", ""capitalprojectsReader"", ""Store-Technical Services"", ""QA Frozen Report-Medford"", ""QA Canning Report-Medford"", ""Store-QA"", ""QA Manufacturing-Medford"", ""GMP Tip"", ""QA Frozen Report-Northpoint"", ""QA Frozen Hold-Northpoint"", ""New Product Meetings"", ""New Item Number Notification"", ""New Equipment Startup SOP-Santa Rosa"", ""RM Hold Notification"", ""Micro"", ""Managerial staff"", ""Environmental Results-Santa Rosa"", ""QA Northpoint"", ""New Equipment Startup SOP-Medford"", ""QA Manufacturing-Northpoint"", ""vendorAdmin"", ""vendorEditor"", ""Store-QA Raw Materials Share w-Tech Services"", ""QA EFax"", ""Technical Services"", ""Environmental Results-Medford"", ""Staff-Northpoint"", ""Staff-Sutton"", ""ManufacturingBasic""]"
"Manager, National Category",x,x,x,x, ,"[""Goals Training Sessions"", ""GoogleAppsEA"", ""Concur Users"", ""Store-Sales"", ""Store-Outside Sales"", ""Store-Sales Mailing List Database RW"", ""Store-Accounting MCB Approvals RW"", ""Outside Sales"", ""Staff-Remote"", ""Inside Sales"", ""Store-Category Management"", ""Store-Sales Outside"", ""Store-Outside Sales NCGA Project""]"
"Manager, Office",x,x, ,x, ,"[""Goals Training Sessions"", ""GoogleAppsEA"", ""Staff-Remote"", ""Store-Projects Andy K-Ranch RW""]"
"Manager, Organic Program",x,x,x, , ,"[""UPIF Distribution"", ""Goals Training Sessions"", ""GoogleAppsLegalHold"", ""ADC-Corp Editor"", ""Regulatory Affairs"", ""ADC-ENG PKG Specs Notify"", ""TNP Info Distribution"", ""TNP Prelim Review"", ""Concur Users"", ""manufacturingReader"", ""manufacturingebsReader"", ""Store-Technical Services"", ""Store-QA"", ""Change Notification (Recipe)"", ""Store-Projects Packaging Dev RW"", ""Packaging Specification Notification"", ""New Item Number Notification"", ""New Equipment Startup SOP-Santa Rosa"", ""Managerial staff"", ""Store-Projects 3000 Dutton R-W"", ""Store-Projects Tech Services RW"", ""Ingredient Supplier Changes"", ""New Equipment Startup SOP-Medford"", ""vendorAdmin"", ""vendorEditor"", ""Item Status Changed"", ""Technical Services"", ""Staff-Petaluma"", ""Store-Research and Development"", ""Store-Sales Private Read""]"
"Manager, Packaging Design",x,x,x,x, ,"[""GoogleApps_Customer_Marketing_LegalHold"", ""Performance Reviews Training-Supervisors"", ""Corporate Managers"", ""UPIF Distribution"", ""Store-Projects Packaging Capex RW"", ""Goals Training Sessions-Supervisors"", ""PET Tray Project"", ""Smartsheet_Licensed"", ""Alfresco-Marketing"", ""ADC-ENG PKG Specs Notify"", ""TNP Info Distribution"", ""SFTA"", ""Store-Projects New Products RW"", ""Concur Users"", ""Store-Projects Packaging Dev RW"", ""Packaging Specification Notification"", ""New Item Number Notification"", ""Store-Sales Private Packaging"", ""Store-Sales"", ""Store-Marketing"", ""Marketing Staff"", ""Marketing and Sales-Petaluma"", ""IT Steering Committee"", ""Managerial staff"", ""Store-Sourcing"", ""Outside Sales"", ""Staff-Petaluma""]"
"Manager, Payroll",x,x,x,x,x,"[""Performance Reviews Training-Supervisors"", ""Corporate Managers"", ""GoogleApps_HumanResources_Department"", ""Goals Training Sessions-Supervisors"", ""Global Protect VPN User"", ""Payroll-DriveThru"", ""Store-Human Resources P3-2-1 PRIVATE-RW"", ""GADS"", ""Concur Users"", ""Store-Payroll Private Inc"", ""Payroll"", ""Store-Payroll Private UK"", ""Store-Human Resources"", ""Human Resources"", ""AuthorizedCheckPrinters"", ""Store-Payroll Private Processing"", ""Store-Payroll"", ""Managerial staff"", ""Store-Accounting Image Onsite"", ""Store-Database Punch Detail RW"", ""Staff-Petaluma"", ""apAdmin""]"
"Manager, Plant Engineering",x,x,x,x, ,"[""Concur Business Meals"", ""Performance Reviews Training-Supervisors"", ""Store-Projects DAX MS Project RW"", ""Dynamics Prod Users"", ""HARPC Team-Santa Rosa"", ""Pre-Op Inspection Report-Northpoint"", ""NERP"", ""Goals Training Sessions-Supervisors"", ""Food Safety Team-Santa Rosa"", ""ADC-Plant Editor Santa Rosa"", ""ADC-CONFIDENTIAL"", ""Video Sup-NPT"", ""Video User-NPT"", ""Smartsheet_Licensed"", ""GoogleAppsEA"", ""Environmental Management Team"", ""ADC-ENG Reviewer"", ""Store-Projects Equipment Project for FM Reduction RW"", ""Store-Manufacturing Santa Rosa"", ""Dynamics Team"", ""Concur Corporate"", ""Concur Users"", ""Store-Production"", ""malarm3"", ""malarm2"", ""malarm1"", ""QA Frozen Report-Northpoint"", ""New Product Meetings"", ""Daily Report-Maintenance-Northpoint"", ""Store-Maintenance"", ""Engineering Department"", ""New Equipment Startup SOP-Santa Rosa"", ""Accident Reporting-Santa Rosa"", ""Store-Executive MBR Presentations RW"", ""Store-Safety"", ""Managerial staff"", ""Store-Maintenance Medford"", ""Engineering-Northpoint"", ""Staff-Northpoint"", ""Staff-Remote"", ""Store-Safety Medford"", ""Store-Engineering"", ""Plant Trial Distribution-Pocatello"", ""Store-Safety Pocatello RW"", ""ADC-pSOP Notify Pocatello"", ""QA Canning Report-Pocatello"", ""ADC-MTC Notify Pocatello"", ""ADC-pSOP Approver Pocatello"", ""ADC-MTC Approver Pocatello"", ""ADC-Plant Editor Pocatello"", ""Safety-Pocatello"", ""Shoreware Maint-POC"", ""Smartsheet_Unlicensed"", ""Leadership-Pocatello"", ""Store-Projects Pocatello"", ""Store-Projects Pocatello SOPs"", ""GoogleApps"", ""Management-Pocatello"", ""Store-Projects Pocatello ProjectScope"", ""B&R-Pocatello"", ""Store-Maintenance Pocatello"", ""Accident Reporting-Pocatello"", ""Engineering-Pocatello"", ""Recipe Change Notification-Pocatello"", ""Maintenance-Pocatello"", ""Staff-Pocatello"", ""capitalprojectsReader"", ""Store-Sanitation""]"
"Manager, Plant Planning",x,x,x,x,x,"[""Performance Reviews Training-Supervisors"", ""Goals Training Sessions-Supervisors"", ""Operational Data Change Review"", ""ADC-Corp Editor"", ""Quintiq-Internal Support"", ""Quintiq-Scheduler"", ""Quintiq-Optimizer"", ""GoogleAppsEA"", ""ADC-ENG PKG Specs Notify"", ""New Product Startup-Santa Rosa"", ""Quintiq-Production Scheduler"", ""R&D Test Notification-Weekly"", ""R&D Batch Notification-Northpoint"", ""Quintiq-SAM"", ""Quintiq-Frozen Sup"", ""Quintiq-Staff Assignment Module Team"", ""Store-Manufacturing Santa Rosa"", ""Dynamics Team"", ""Concur Users"", ""DAX-Advisory Team"", ""Intermediate Shelf Life Reporting"", ""Disposal and Planned Waste"", ""manufacturingReader"", ""manufacturingebsReader"", ""Store-Production"", ""Enterprise Applications Team"", ""WIP"", ""Plant Trial Distribution-Medford"", ""New Packaging"", ""Change Notification (Recipe)"", ""Bull"", ""Packaging Specification Notification"", ""Allergen Declaration"", ""QA Frozen Hold-Northpoint"", ""QA Frozen Hold-Medford"", ""New Product Meetings"", ""New Products"", ""MCR"", ""New Item Number Notification"", ""Dock Schedule-Sutton"", ""Store-Projects-Genesis"", ""RM Hold Notification"", ""Store-Executive MBR Presentations RW"", ""Requisition"", ""Store-Database Punch Detail RO"", ""Store-Training EBS"", ""Managerial staff"", ""Material Shortages-Northpoint"", ""Schedule Approval"", ""Planning-Northpoint"", ""Store-Planning"", ""Finished Case Report"", ""QA Special Handling-Northpoint"", ""Running Production"", ""Soup Qualification Development"", ""QA Special Handling-Medford"", ""QA Manufacturing-Northpoint"", ""Warehouse Report Group"", ""Pasta Sauce and Salsa Release -Northpoint"", ""Store-Projects-erp"", ""Store-Production Planning"", ""Staff-Northpoint"", ""Staff-Remote"", ""Store-Projects-APP Project Planning"", ""Dutton Startup"", ""EDI DOs"", ""Planning-Issues"", ""Planning"", ""Store-Planning-Medford Assembly Schedule RW"", ""ManufacturingBasic"", ""Material Planning"", ""Smartsheet_Licensed"", ""Quintiq-MRP"", ""Quintiq-Material Planner"", ""Usage Variance Team-Medford"", ""Alias Team-Medford"", ""New Product Startup-Medford"", ""Concur Corporate"", ""Production Shift Report-Medford"", ""QA Frozen Report-Medford"", ""QA Canning Report-Medford"", ""GMP Tip"", ""QA Frozen Report-Northpoint"", ""Material Shortages-Medford"", ""Store-Production Manufacturing"", ""Store-UK Technical Services"", ""Store-UK Safety"", ""Store-UK Project Management"", ""Store-UK Product Development"", ""Store-UK Manufacturing"", ""Store-UK Engineering"", ""Store-Production Supervisors"", ""Store-Production Operations"", ""Store-Production Kitchen"", ""Plant Trial Distribution-UK"", ""Ingredient Steering Committee"", ""Allergen Advisory-Medford"", ""Expiration-Medford"", ""Material Receipt Group"", ""Daily Report-Maintenance-Northpoint"", ""Plant Management"", ""Accident Reporting-Medford"", ""Store-UK Human Resources"", ""Store-UK Human Resources Private Manufacturing"", ""Store-UK Office Administration"", ""Store-UK Supply Chain Management"", ""CBY-Ill"", ""Emergency Schedule Change-Northpoint"", ""Store-Projects Raw Material Improvement"", ""Store-Projects Scanning"", ""apameEditor"", ""apebsukEditor"", ""Production Shift Report-Corby"", ""QA Special Handling-Corby"", ""Staff-UK"", ""Staff-Medford"", ""Planning-Medford"", ""Inventory Management"", ""Safety-Medford""]"
"Manager, Pricing and Analysis",x,x,x, , ,"[""Margin Team"", ""Goals Training Sessions"", ""GoogleAppsLegalHold"", ""Fun Committee"", ""Store-Projects New Products RW"", ""Store-Accounting"", ""Store-Production"", ""capitalprojectsReader"", ""Store-Production Manufacturing"", ""Store-Production Kitchen"", ""Store-Projects-Genesis"", ""Store-Warehouse"", ""Accounting"", ""Store-Training EBS"", ""Managerial staff"", ""Store-Warehouse Logistics"", ""Store-Projects-erp"", ""Store-Production Planning"", ""Store-Accounting Financials"", ""Store-Logistics"", ""Staff-Remote"", ""Staff-Petaluma"", ""ManufacturingBasic"", ""Store-Engineering""]"
"Manager, Production Process",x,x, ,x,x,"[""Flight Notifications"", ""Operational Data Change Review"", ""Recipe Changes-001 Production"", ""GoogleAppsEA"", ""ADC-ENG PKG Specs Notify"", ""Store-Training Coach Project Working Folder RW"", ""New Product Startup-Santa Rosa"", ""Quintiq-Frozen Sup"", ""Concur Users"", ""manufacturingReader"", ""manufacturingebsReader"", ""Store-Production"", ""QA Frozen Report-Medford"", ""QA Canning Report-Medford"", ""WIP"", ""Packaging Specification Notification"", ""Allergen Declaration"", ""New Product Meetings"", ""Store-Production Manufacturing"", ""Store-Production Operations"", ""Store-Production Kitchen"", ""New Products"", ""MCR"", ""Store-Database Punch Detail RO"", ""Managerial staff"", ""Material Shortages-Northpoint"", ""Emergency Schedule Change-Northpoint"", ""QA Special Handling-Northpoint"", ""QA Manufacturing-Northpoint"", ""Staff-Northpoint"", ""Store-Research and Development"", ""Store-QA Private Specs""]"
"Manager, Project Management",x,x,x,x, ,"[""Corporate Managers"", ""FS_DriveThruSupportTeam_Notify"", ""Goals Training Sessions"", ""Global Protect VPN User"", ""DAX EAM PA Functional Team"", ""DAX EAM PA Global Team"", ""Smartsheet_Licensed"", ""Restaurant Operations"", ""GoogleApps"", ""GADS"", ""Quintiq-Staff Assignment Module Team"", ""Dynamics Team"", ""Concur Users"", ""DAX-Startup Team"", ""manufacturingReader"", ""manufacturingebsReader"", ""Enterprise Applications Team"", ""capitalprojectsReader"", ""Store-UK Project Management"", ""A3 Stragteic-Standard Cost"", ""Store-Projects-Genesis"", ""Oracle Team"", ""Store-Executive MBR Presentations RW"", ""Store-Training EBS"", ""Managerial staff"", ""Store-Projects Scanning"", ""consumerrelationsReader"", ""apebsReader"", ""Store-Projects-erp"", ""arReader"", ""Restricted Email-Staff All Amy's"", ""Staff-Remote"", ""Staff-Petaluma"", ""Store-XenApp-Engineering"", ""Store-Projects Oracle Upgrade"", ""isAdmin"", ""Store-Technical Services Microbiological Issues"", ""Store-Purchasing Procedures RW"", ""Store-Projects-Office Expansion RW"", ""isEditor"", ""Information-Services-Dept-Group""]"
"Manager, QARM",x,x,x,x, ,"[""EMA Group"", ""Goals Training Sessions"", ""ADC-CONFIDENTIAL"", ""GoogleAppsLegalHold"", ""ADC-Plant Editor Medford"", ""Store-QA Alfresco"", ""COA Manager Approval"", ""Store-QA Medford EM RW"", ""ADC-ENG PKG Specs Notify"", ""QA Special Handling-Pocatello"", ""ADC-Plant Notify Medford"", ""ADC-Plant Approver Medford"", ""New Product Startup-Medford"", ""Supplier & Raw Material Quality"", ""Concur Users"", ""Store-Projects Cost of Quality RW"", ""qualitydocsEditor"", ""manufacturingReader"", ""manufacturingebsReader"", ""Store-Technical Services"", ""WIP"", ""Store-QA"", ""QA Manufacturing-Medford"", ""New Packaging"", ""Change Notification (Recipe)"", ""Bull"", ""Packaging Specification Notification"", ""Allergen Advisory-Medford"", ""Expiration-Medford"", ""New Item Number Notification"", ""Plant Management"", ""RM Hold Notification"", ""Store-Executive MBR Presentations RW"", ""Safety Tailgate-Medford"", ""Accident Reporting-Medford"", ""manufacturingebsEditor"", ""Managerial staff"", ""Store-QA Share with Purchasing RW"", ""Ingredient Supplier Changes"", ""COA-Micro"", ""QA Special Handling-Northpoint"", ""Store-Projects Raw Material Improvement"", ""QA Medford"", ""vendorAdmin"", ""vendorEditor"", ""QA EFax"", ""Allergen Team"", ""Staff-Medford"", ""Supplier Lot Notification"", ""Store-QA Raw Materials""]"
